"","Domain","EIN","Name","TwitterHandle"
"5580","storetodoor.org","411433859","STORE TO DOOR","StoreToDoor"
"5581","stormontvail.org","486140517","STORMONT-VAIL HEALTHCARE AUXILIARY","StormontVail"
"5582","storypirates.org","20720786","CREATIVE MINDS NYC INC","storypirates"
"5583","storytellingarts.org","351724507","Storytelling Arts of Indiana Inc","Storytellingart"
"5584","stoveteam.org","421757328","STOVETEAM INTERNATIONAL","StoveTeam"
"5585","stpatrickcenter.org","383738538","ROSATI CENTER","stpatrickcenter"
"5586","stpaulscdcnj.org","223075855","ST PAULS COMMUNITY DEVELOPMENT CORP","stpaulscdcnj"
"5587","stphilips1600.org","270705178","1600 PENNSYLVANIA INC","SPSCC1600"
"5588","strawdog.org","363602224","STRAWDOG THEATRE COMPANY","StrawdogTheatre"
"5589","straycatalliance.org","954787231","STRAY CAT ALLIANCE","StrayCat_SCA"
"5590","straydogtheatre.org","260059867","STRAY DOG THEATRE","straydogtheatre"
"5591","streetroots.org","931271399","STREET ROOTS INC","StreetRoots"
"5592","strochcdc.org","261824498","ST ROCH CDC","StRochCDC"
"5593","strongcitybaltimore.org","520897806","STRONG CITY BALTIMORE INC","StrongCityBalt"
"5594","studentsforliberty.org","943435899","Students For Liberty Inc","sfliberty"
"5595","studentsrisingabove.org","810615887","FOUNDATION FOR STUDENTS RISING ABOVE","SRAprogram"
"5596","stvhs.com","630909073","ST VINCENT'S BLOUNT","STVHealth"
"5597","stvhs.com","630931008","St Vincent's Health System","STVHealth"
"5598","stvhs.com","630288864","St Vincent's Birmingham","STVHealth"
"5599","stvincent.org","311066871","St Vincent Mercy Hospital Foundation Inc","StVincentIN"
"5600","stvincent.org","350869066","ST VINCENT HOSPITAL AND HEALTH CARE CENTER INC","StVincentIN"
"5601","stvincent.org","237313206","St Joseph Foundation of Kokomo Indiana Inc","StVincentIN"
"5602","stvincent.org","350876389","ST VINCENT MADISON COUNTY HEALTH SYSTEM INC","StVincentIN"
"5603","stvincent.org","352099320","ST VINCENT FRANKFORT HOSPITAL INC","StVincentIN"
"5604","stvincent.org","205002285","SVH Real Estate Inc","StVincentIN"
"5605","stvincent.org","270847538","St Vincent Salem Hospital Inc","StVincentIN"
"5606","stvincent.org","461227327","ST VINCENT HEALTH WELLNESS AND PREVENTIVE CARE INSTITUTE INC","StVincentIN"
"5607","stvincent.org","351869951","CENTRAL INDIANA HEALTH SYSTEM CARDIAC SERVICES INC","StVincentIN"
"5608","stvincentcharity.com","340714756","ST VINCENT CHARITY MEDICAL CENTER","StVincentCMC"
"5609","stvincentdayton.org","311132259","ST VINCENT DE PAUL SOCIAL SERVICES INC","stvincentdayton"
"5610","sucasamemphis.org","263898737","SU CASA FAMILY MINISTRIES","SuCasaMemphis"
"5611","suffolk.wish.org","112666969","MAKE-A-WISH FOUNDATION OF SUFFOLK COUNTY NY INC","MakeAWishSuffCo"
"5612","summervilledream.org","455470486","SUMMERVILLE DREAM INC","SvilleDREAM"
"5613","summitartspace.org","341841587","AKRON AREA ARTS ALLIANCE","AkronAreaArts"
"5614","summitschool.com","560547519","THE SUMMIT SCHOOL INCORPORATED","summitschoolws"
"5615","summitspeech.org","221829502","SUMMIT SPEECH SCHOOL","SummitSpeechSch"
"5616","sunbeamfamilyservices.org","730590119","SUNBEAM FAMILY SERVICES INC","SunbeamOKC"
"5617","sundaybreakfastmission.org","510073080","SUNDAY BREAKFAST MISSION","BreakfstMission"
"5618","sunflowerfreedom.org","640906025","SUNFLOWER COUNTY FREEDOM PROJECT","SCFP1"
"5619","sunflowerhouse.org","480918698","Sunflower House Inc","sunflower_house"
"5620","sunlifefamilyhealth.org","860296211","SUN LIFE FAMILY HEALTH CENTER INC","SunLifeHealth"
"5621","sunlightfoundation.com","203903427","THE SUNLIGHT FOUNDATION","digiphile"
"5622","sunnycrestyouthranch.org","208262083","SUNNY CREST YOUTH RANCH","SunnyCrestYR"
"5623","sunrise.org","610597273","SUNRISE CHILDREN'S SERVICES INC","SunriseKidsKY"
"5624","sunrisegroup.org","650714062","SUNRISE COMMUNITY OF POLK COUNTY INC","TheSunriseGroup"
"5625","sunrisegroup.org","591796622","UNITED CEREBRAL PALSY OF SOUTHWEST FLORIDA INC","TheSunriseGroup"
"5626","sunrisegroup.org","590668484","THE HAVEN CENTER INC","TheSunriseGroup"
"5627","sunrisegroup.org","591260233","REGIONAL PROPERTIES INC","TheSunriseGroup"
"5628","sunrisegroup.org","650493697","UNITED CEREBRAL PALSY OF TALLAHASSEE INC","TheSunriseGroup"
"5629","sunrisegroup.org","60737307","UNITED CEREBRAL PALSY ASSOCIATION","TheSunriseGroup"
"5630","sunset-communities.org","344428230","Sunset Retirement Communities Inc","SunsetRC"
"5631","sunsetplayhouse.com","390961220","SUNSET PLAYHOUSE INC","SunsetPlayhouse"
"5632","sunshine.org","205153897","SUNSHINE INC VOCATIONAL SERVICES","Sunshine7223"
"5633","sunshinecamps.org","746023176","AUSTIN YMBL SUNSHINE CAMPS","sunshinecamps"
"5634","sunybroome.edu","237075704","BROOME COMMUNITY COLLEGE FOUNDATION","sunybroome"
"5635","sunyrockland.edu","222680786","ROCKLAND COMMUNITY COLLEGE","RockyRulesRCC"
"5636","supportcenteronline.org","133911548","SUPPORT CENTER FOR NONPROFIT MANAGEMENT INC","SupportCenterNY"
"5637","supportdignityhealtheastvalley.org","742418514","Dignity Health Foundation East Valley","DHFoundationEV"
"5638","supportdogs.org","431379801","SUPPORT DOGS INC","SupportDogs"
"5639","supportmadisoncollege.org","237265867","MADISON AREA TECHNICAL COLLEGE FOUNDATION INC","SupportMadColl"
"5640","supportmercynorth.org","943136799","MERCY FOUNDATION NORTH","MercyFdnNorth"
"5641","supportsierranevada.org","680005939","Sierra Nevada Memorial Hospital","SNMHFoundation"
"5642","supportsps.org","431560366","Foundation for Springfield Public","Foundation4SPS"
"5643","suprememastertv.com","954333960","The Supreme Master Ching Hai Intl Assoc","ghvosloo"
"5644","surfrider.org","953941826","THE SURFRIDER FOUNDATION","YouthSurfrider"
"5645","surpriselake.org","131623869","Surprise Lake Camp","SurpriseLake"
"5646","susanbanthonyhouse.org","237098699","THE SUSAN B ANTHONY HOUSE","deborahhughes"
"5647","susqu.edu","231353385","SUSQUEHANNA UNIVERSITY","SusquehannaU"
"5648","susquehannahealth.org","232751183","Susquehanna Health System","UPMCSusquehanna"
"5649","susquehannahealth.org","232449454","Susquehanna Physician Services","UPMCSusquehanna"
"5650","susquehannahealth.org","232743470","Susquehanna Health Foundation","UPMCSusquehanna"
"5651","susquehannahealth.org","240806023","Muncy Valley Hospital","UPMCSusquehanna"
"5652","susquehannahealth.org","251765538","TIOGA HEALTHCARE PROVIDERS INC","UPMCSusquehanna"
"5653","susquehannahealth.org","251644910","Laurel Management Services","UPMCSusquehanna"
"5654","sustainableharvest.org","432023182","SUSTAINABLE HARVEST INTERNATIONAL","sustharvintl"
"5655","sutherlandinstitute.org","870531727","SUTHERLAND INSTITUTE","SutherlandInst"
"5656","sutphinblvdbid.org","300253124","SUTPHIN BOULEVARD DISTRICT MANAGEMENT","SutphinBID"
"5657","suwn.org","954701468","Step Up Womens Network","suwn"
"5658","svdp.org","941358301","THE PARTICULAR COUNCIL OF THE","SVDP_SCC"
"5659","svdpdet.org","381359592","SOCIETY OF ST VINCENT DE PAUL IN","Journey2Housing"
"5660","svefoundation.org","205061316","SILICON VALLEY EDUCATION FOUNDATION","svefoundation"
"5661","svfaces.org","251920931","SILICON VALLEY FACES","SV_FACES"
"5662","svhealthcare.org","453362785","SOUTHWESTERN VERMONT HEALTHCARE FOUNDATION IN","SVMC"
"5663","svhealthcare.org","222563243","SOUTHWESTERN VERMONT HEALTH CARE AUXILIARY","SVMC"
"5664","svhealthcare.org","30179435","SOUTHWESTERN VERMONT HEALTH CARE CORPORATION","SVMC"
"5665","svmh.com","946092113","Salinas Valley Memorial Hospital","SVMHS"
"5666","svpdallas.org","752945359","Dallas Social Venture Partners","SVPDallas"
"5667","svsef.org","820264946","SUN VALLEY SKI EDUCATION FOUNDATION","SVSEF"
"5668","svudl.org","471097110","Silicon Valley Urban Debate League","ShauntriceCali"
"5669","sweathelp.org","562361221","INTERNATIONAL HYPERHIDROSIS SOCIETY","SweatHelpOrg"
"5670","swedenborg.com","131362850","SWEDENBORG FOUNDATION INC","swedenborgfound"
"5671","swedishcovenant.org","362179813","SWEDISH COVENANT HOSPITAL","SwedishCovenant"
"5672","swflso.org","591350404","SOUTHWEST FLORIDA SYMPHONY","swflsymphony"
"5673","swh.org","440665046","HUMANE SOCIETY OF SOUTHWEST MISSOURI","HSSWMO"
"5674","swhr.org","521694732","SOCIETY FOR WOMEN'S HEALTH","SWHR"
"5675","swimacrossamerica.org","223248256","SWIM ACROSS AMERICA INC","SAAswim"
"5676","swkey.org","742481167","Southwest Key Programs Inc","SouthwestKey"
"5677","swmedical.org","750945939","SOUTHWESTERN MEDICAL FOUNDATION","swmfoundation"
"5678","swsol.org","382672000","SOUTHWEST SOLUTIONS INC","SWSolDetroit"
"5679","swsol.org","382042021","SOUTHWEST COUNSELING SOLUTIONS","SWSolDetroit"
"5680","swsol.org","462252476","SOUTHWEST ECONOMIC SOLUTIONS INC","SWSolDetroit"
"5681","sxu.edu","362177133","SAINT XAVIER UNIVERSITY","SXUNewsroom"
"5682","syf.org","352035269","Simon Youth Foundation Inc","simon_youth"
"5683","symphonynh.org","26012500","SYMPHONY NEW HAMPSHIRE","Symphony_NH"
"5684","symphonyspace.org","132941455","THE SYMPHONY SPACE INC","SymphonySpace"
"5685","t-mha.org","953509040","TRANSITIONSMENTAL HEALTH ASSOCIATION","TMHAtweets"
"5686","t2t-i.org","463381163","TEACHERS2TEACHERS - INTERNATIONAL INC","Teachers2TI"
"5687","tabor.edu","480556726","TABOR COLLEGE INC","TaborCollege"
"5688","tabor.org","232660436","Tabor Services Inc","TaborServices"
"5689","tabor.org","232148612","Tabor Children's Services Inc","TaborServices"
"5690","tacanow.org","270048002","TALK ABOUT CURING AUTISM","TACAfoundation"
"5691","tacomacommunityhouse.org","910570872","TACOMA COMMUNITY HOUSE","TCH1910"
"5692","tactnyc.org","133672065","THE ACTORS COMPANY THEATRE INC","TACTnyc"
"5693","tadatheater.com","133311294","TADA THEATRE AND DANCE ALLIANCE INC","TadaTheater"
"5694","taftschool.org","60646921","THE TAFT SCHOOL CORPORATION","SummerAtTaft"
"5695","tailwaggers1990.org","272932777","Tail Waggers 1990","tailwaggers1990"
"5696","takeafriendhome.org","134315959","DIANA'S GROVE DOG RESCUE INC","DGDogRescue"
"5697","takestockinchildren.org","593112453","Madison County Foundation for Excellence in Education Inc","TSIChildren"
"5698","talberthouse.org","310713350","TALBERT HOUSE","talberthouse"
"5699","talbothumane.org","520636395","TALBOT HUMANE CO","TalbotHumane"
"5700","taleaensemble.org","263509934","TALEA ENSEMBLE INC","TaleaEnsemble"
"5701","tallturf.org","381890465","Tall Turf Ministries","tallturf"
"5702","tals.org","620979831","Tennessee Alliance for Legal Services","TALStweet"
"5703","tammylynncenter.org","561949970","TAMMY LYNN CENTER INC","TammyLynnCenter"
"5704","tamuhillel.org","741398514","The Hillel at Texas A&M","rabbimattr"
"5705","tanenbaum.org","133695475","Tanenbaum Center for","TanenbaumCenter"
"5706","targethunger.org","311548849","TARGET HUNGER INC","TargetHunger"
"5707","tarrantbar.org","752748222","TARRANT COUNTY BAR FOUNDATION","TarrantBar"
"5708","tasteofthenfl.com","411760359","HUNGER RELATED EVENTS","TasteoftheNFL"
"5709","tatumsbagsoffun.org","455268324","T3 CHARITIES INC","Tatumsbagsoffun"
"5710","taylorschool.org","141805402","The Susan Odell Taylor School for","Taylor_School"
"5711","taylorsgift.org","272411622","TAYLOR'S GIFT FOUNDATION","taylorsgift"
"5712","tbh.org","112501235","The Brooklyn Hospital Self Insurance Trust","bkhospital"
"5713","tbh.org","112833590","TBHC Medical Services PC","bkhospital"
"5714","tbh.org","111630755","The Brooklyn Hospital Center","bkhospital"
"5715","tbirdhockey.org","261303397","COLORADO THUNDERBIRDS AAA HOCKEY ASSOCIATION","AngeloRicci16"
"5716","tbn.org","741945661","TRINITY BROADCASTING OF TEXAS INC","HlmeNialls"
"5717","tbn.org","591991004","TRINITY BROADCASTING OF FLORIDA INC","HlmeNialls"
"5718","tbn.org","141631995","TRINITY BROADCASTING OF NEW YORK INC","HlmeNialls"
"5719","tbn.org","952844062","TRINITY CHRISTIAN CENTER OF SANTA ANA INC","HlmeNialls"
"5720","tbn.org","910996619","TRINITY BROADCASTING OF WASHINGTON INC","HlmeNialls"
"5721","tcfrichmond.org","546071867","THE GARLAND AND AGNES TAYLOR GRAY","tcfrichmond"
"5722","tchome.org","560547495","THE CHILDREN'S HOME INC","ChildrensHomeNC"
"5723","tcsfairfax.org","541455112","Trinity Christian School of Fairfax","tcsffx"
"5724","tdiforaccess.org","351146784","TELECOMMUNICATIONS FOR THE DEAF AND HARD","TDIforAccess"
"5725","tdx.org","43026850","THETA DELTA CHI EDUCATIONAL","TDX_DD"
"5726","teachautism.org","680501030","THE CENTER FOR AUTISM EDUCATION","Teach_Autism"
"5727","teachersunite.net","113826739","TEACHERS UNITE INC","Teachers_Unite"
"5728","teacherweb.com","364573178","ENRICHMENT CENTER OF YORKTOWN INC","QMYouthMinistry"
"5729","teacherweb.com","954750656","PTA California Congress of Parents North Park Elementary PTA","QMYouthMinistry"
"5730","teachforall.org","262122566","TEACH FOR ALL Inc","TeachForAll"
"5731","teachingmatters.org","133770472","TEACHING MATTERS INC","teachingmatters"
"5732","teachingquality.org","43606319","CENTER FOR TEACHING QUALITY INC","ValeriaBrownEdu"
"5733","teachplus.org","263849472","TEACH PLUS INCORPORATED","teachplus"
"5734","teachwithafrica.org","261649233","Teach With Africa","TeachWithAfrica"
"5735","tealwalk.org","264417161","TELL EVERY AMAZING LADY ABOUT OVARI","PBellocchio"
"5736","teamjesse.org","273830559","THE TEAM JESSE FOUNDATION INC","TeamJesseOrg"
"5737","teamjoseph.info","800613664","TEAM JOSEPH INC","TeamJosephInfo"
"5738","teamtassy.org","900803852","TEAM TASSY","TeamTassy"
"5739","teamworkenglewood.org","743102944","TEAMWORK ENGLEWOOD INC","tmwkenglewood"
"5740","teatrodelaluna.org","521739966","TEATRO DE LA LUNA","teatrodelaluna"
"5741","techpointyouth.org","352155455","TECHPOINT FOUNDATION INC","TechPointYouth"
"5742","teenchallengeusa.com","621087104","TEEN CHALLENGE INTERNATIONAL","tcusa"
"5743","teenpregnancysc.org","570897120","SOUTH CAROLINA CAMPAIGN TO PREVENT","SCCampaign"
"5744","teenrecoverysolutions.org","731596226","TEEN RECOVERY SOLUTIONS INC","OKTeenRecovery"
"5745","teensrundc.org","274735172","TEENS RUN DC","TeensRunDC"
"5746","telamon.org","561022483","TELAMON CORPORATION","TelamonMD"
"5747","telfair.org","580610074","TELFAIR MUSEUM OF ART INC","TelfairMuseums"
"5748","telosgroup.org","264269918","THE TELOS GROUP INC","telosgroup"
"5749","temple.edu","231365971","Temple University - Of the Commonwealth System of Higher Education","TempleUniv"
"5750","tenantsandworkers.org","541515305","Tenants and Workers United","TenantsWorkers"
"5751","tennesseecraft.org","237309306","TENNESSEE ASSOCIATION OF CRAFT ARTISTS","TennesseeCraft"
"5752","tenthousandvillages.com","742853254","Ten Thousand Villages Overland Park Inc","Villages"
"5753","tenthousandvillages.com","412003814","Ten Thousand Villages of Minnesota","Villages"
"5754","tenthousandvillages.com","311690588","TEN THOUSAND VILLAGES","Villages"
"5755","teslasciencecenter.org","113327144","FRIENDS OF SCIENCE EAST INC","teslascience"
"5756","texas4000.org","200371876","TEXAS 4000 FOR CANCER","Texas4000"
"5757","texasbookfestival.org","742776425","Texas Book Festival","texasbookfest"
"5758","texascasa.org","752252358","TEXAS CASA INC","TexasCASA"
"5759","texasenvironment.org","742808805","TEXAS CAMPAIGN FOR THE ENVIRONMENT FUND","txenvironment"
"5760","texasexes.org","741109640","EX-STUDENTS' ASSOCIATION OF UT","TexasExes"
"5761","texasfolklife.org","742360058","TEXAS FOLKLIFE RESOURCES INC","texasfolklife"
"5762","texasforthem.org","752915935","TEXAS COALITION FOR ANIMAL PROTECTION","TCforAP"
"5763","texashillel.org","521758802","TEXAS HILLEL FOUNDATION","texashillel"
"5764","texashillel.org","900708097","Texas Hillel Endowment Foundation","texashillel"
"5765","texlife.org","751908415","Texans for Life Coalition","ProLifeTexans"
"5766","tgclb.org","951691017","THE GUIDANCE CENTER","TGC_LB"
"5767","tgkvf.org","556024430","THE GREATER KANAWHA VALLEY FOUNDATION","TGKVF1"
"5768","thawfund.org","382646924","THE HEAT AND WARMTH FUND","THAWFUND"
"5769","thclinic.org","942681706","TENDERLOIN HOUSING CLINIC INC","THClinicSF"
"5770","the-aps.org","530204660","American Physiological Society","APSPhysiology"
"5771","the-association.org","362472748","ASSOCIATION FOR INDIVIDUAL DEVELOPMENT","AIDtweets"
"5772","theactorsgang.com","954226223","ACTORS GANG INC","AGPrisonProject"
"5773","theafj.org","133115102","American Friends of Jamaica Inc","The_AFJ"
"5774","theafoundation.org","522356755","THEA FOUNDATION","TheaStaff"
"5775","thealliancefordemocracy.org","43372526","THE ALLIANCE FOR DEMOCRACY INC","EndCorpRule"
"5776","thealternativehouse.org","540899463","ALTERNATIVE HOUSE","AlternatiVHouse"
"5777","theamericanconservative.com","270311492","THE AMERICAN IDEAS INSTITUTE","BiblioTAC"
"5778","thearcccr.org","526047882","THE ARC OF CENTRAL CHESAPEAKE REGION INC","TheArcCCR"
"5779","thearcgloucester.org","210697151","ARC OF GLOUCESTER","ArcGloucesterNJ"
"5780","thearcofanchorage.org","920028571","The Arc of Anchorage","The_Arc_ANC"
"5781","thearcofnova.org","540675506","ARC OF NORTHERN VIRGINIA INC","TheArcofNoVa"
"5782","thearcofpgc.org","520715246","THE ARC OF PRINCE GEORGE'S COUNTY INC","thearcofpgc"
"5783","thearcofsomerset.org","223470776","ARC COMMUNITY HOUSING OPPORTUNITIES INC","arcofsomerset"
"5784","thearcoftheozarks.org","436049004","ARC OF THE OZARKS","arcoftheozarks"
"5785","thearcofyorkcounty.org","232799908","THE ARC FOUNDATION OF YORK COUNTY INC","thearcofyork"
"5786","thearcofyorkcounty.org","232799907","THE ARC OF YORK COUNTY INC","thearcofyork"
"5787","thearrowfund.org","611396389","THE ARROW FUND INC","TheArrowFund"
"5788","theartleague.org","540833818","THE ART LEAGUE INC","theartleague"
"5789","theasburyfoundation.org","521862674","ASBURY FOUNDATION INC","AsburyFound"
"5790","theatreofhearts.org","954068775","Theatre of Hearts Inc","TheatreOfHearts"
"5791","theatreofyouth.org","237286004","THEATRE OF YOUTH COMPANY INC","TheatreofYouth"
"5792","theautismproject.org","50512037","The Autism Project","AutismProjectRI"
"5793","thebabyfold.org","370673453","THE BABY FOLD","TheBabyFold"
"5794","thebekindpeopleproject.org","460720140","THE BE KIND PEOPLE PROJECT FOUNDATION","BeKindPpl"
"5795","thebellafoundation.org","205781826","THE BELLA FOUNDATION INC SPCA","BellaOKC"
"5796","thebikeunion.org","464886610","THE BIKE UNION MENTORING PROJECT","TheBikeUnion"
"5797","thebirthdaypartyproject.org","454239630","THE BIRTHDAY PARTY PROJECT","bdayenthusiast"
"5798","theblackrep.org","431220180","ST LOUIS BLACK REPERTORY CO","stlBlackRep"
"5799","thebrf.org","362477928","BRAIN RESEARCH FOUNDATION","TheBRF"
"5800","theburlingtonschool.org","560612840","THE BURLINGTON SCHOOL INC","TBS_Spartans"
"5801","thecalaisschool.org","221903027","THE CALAIS SCHOOL","CalaisSchool"
"5802","thecapcenter.org","942833431","CHILD ABUSE PREVENTION COUNCIL OF","CAP_Center"
"5803","thecapcenter.org","680404790","LIFT THE CHILDREN","CAP_Center"
"5804","thecenterhouston.org","742179425","FOUNDATION FOR THE RETARDED","TheCenterHOU"
"5805","thecentersohio.org","341657978","El Barrio Incorporated","clevelizabeth"
"5806","thecentersohio.org","237034175","West Side Ecumenical Ministry","clevelizabeth"
"5807","thecentre.org","591787902","THE CENTRE FOR WOMEN INC","CentreForWomen"
